"Landscape_Treatment","Edge_Treatment","total","houseloss","carbon","powerloss","environmental","lifeloss","edge","landscape","region"
"l0","e2",36316194.9064208,12474943.098854,4921708.82215044,5438850.9540331,6111671.26192616,5394601.87413202,1974418.89532508,0,"VIC"
"l1","e2",36770803.2614406,12401157.8505532,4759398.98383733,5159430.75655582,6005954.72147437,5303340.8129124,1974418.89532508,1167101.24078232,"VIC"
"l2","e2",36909938.0841513,12071395.85467,4652946.69838805,5186374.82767352,5887624.55481289,5265952.34908187,1974418.89532508,1871224.90419987,"VIC"
"l3","e2",37303005.7753107,12006439.9314672,4585494.79658511,5085347.59402458,5805065.98639123,5269945.46005833,1974418.89532508,2576293.11145918,"VIC"
"l5","e2",37629093.0308599,11796060.2766646,4540762.26698636,4945779.95847143,5708394.26093693,5096057.24146452,1974418.89532508,3567620.13101097,"VIC"
"l10","e2",37776856.0846644,11527584.0269937,4557613.82292046,5022836.3616274,5711231.96505548,4889381.26584816,1974418.89532508,4093789.74689422,"VIC"
"l15","e2",39026783.4457546,11631494.9745086,4663592.68599217,5105185.23320599,5789857.13851994,4968989.65843922,1974418.89532508,4893244.8597636,"VIC"
"l0","e3",36676855.1373369,12463983.3544043,4895228.38791394,5396814.66878964,6100849.83078846,5347311.95413208,2472666.94130847,0,"VIC"
"l1","e3",36873649.8393512,12100028.7770248,4731337.79752121,5179644.0450526,5963324.40412435,5259546.63353741,2472666.94130847,1167101.24078232,"VIC"
"l2","e3",37125228.8034758,11996083.4372238,4599819.30952328,5163110.67609151,5825714.87206783,5196608.663061,2472666.94130847,1871224.90419987,"VIC"
"l3","e3",37239019.7553185,11723715.0244671,4552407.26458028,5032390.27800487,5761474.21686439,5120072.9186342,2472666.94130847,2576293.11145918,"VIC"
"l5","e3",37736174.588695,11533576.3903554,4524433.72889623,4952929.83229066,5696600.74424153,4988346.82059178,2472666.94130847,3567620.13101097,"VIC"
"l10","e3",37863776.0201481,11290813.5697415,4536979.23263814,5037452.62890047,5659505.45277668,4772568.44788861,2472666.94130847,4093789.74689422,"VIC"
"l15","e3",39182537.3287881,11466885.3192681,4633881.23573983,5110725.20753737,5758220.88009898,4846912.88507177,2472666.94130847,4893244.8597636,"VIC"
"l0","e5",37296284.2218245,12255014.6114724,4889412.85288091,5427624.33525492,6137915.48505156,5270030.05922601,3316286.87793876,0,"VIC"
"l1","e5",37054666.5709503,11801910.7078558,4680408.66991551,5155549.56785323,5875892.12134223,5057517.38526242,3316286.87793876,1167101.24078232,"VIC"
"l2","e5",37270792.4985256,11591359.5270342,4556352.7577284,5095345.24316857,5785573.32477715,5054649.86367871,3316286.87793876,1871224.90419987,"VIC"
"l3","e5",37480988.3598183,11414406.397984,4524810.87493437,4981063.16546468,5777429.00434572,4890698.92769159,3316286.87793876,2576293.11145918,"VIC"
"l5","e5",38366777.0249919,11302575.9160261,4546073.37646937,5047725.89215594,5702233.28345954,4884261.54793127,3316286.87793876,3567620.13101097,"VIC"
"l10","e5",38263939.157766,11080584.4743491,4488267.71724796,4980718.24715361,5651270.79747588,4653021.2967065,3316286.87793876,4093789.74689422,"VIC"
"l15","e5",39444056.943494,11137808.9520495,4595059.81292118,5095178.70540255,5752525.44460799,4653952.29081042,3316286.87793876,4893244.8597636,"VIC"
"l0","e10",37638639.4943328,11808464.498626,4811562.49634053,5273072.22754707,6002133.14931644,5059023.66452666,4684383.45797614,0,"VIC"
"l1","e10",37721166.6884928,11529908.9934832,4625696.03975317,5026994.69502646,5860213.48222124,4826868.77925029,4684383.45797614,1167101.24078232,"VIC"
"l2","e10",37740999.1292336,11136087.3770107,4541185.30377168,5011356.5952747,5707668.31286423,4789093.17813627,4684383.45797614,1871224.90419987,"VIC"
"l3","e10",37874726.7795401,10909058.0920171,4473089.19820736,4890172.8150279,5640287.18835807,4701442.91649436,4684383.45797614,2576293.11145918,"VIC"
"l5","e10",38538312.1286886,10775973.3970131,4443448.85389884,4910124.58946374,5576293.2467543,4580468.4525715,4684383.45797614,3567620.13101097,"VIC"
"l10","e10",38818854.9957346,10572479.8693486,4456725.27410477,4938629.95694589,5564822.62346368,4508024.06700129,4684383.45797614,4093789.74689422,"VIC"
"l15","e10",40200590.4010676,10800495.2548877,4562303.65230667,5017987.47813692,5649934.51365163,4592241.18434493,4684383.45797614,4893244.8597636,"VIC"
"l0","e15",37155286.1148499,11192383.3993353,4766557.52771673,5296367.80050238,5946964.77645436,4709070.48722643,5243942.1236147,0,"VIC"
"l1","e15",36981179.7452192,10682067.6291655,4556819.03727016,4984485.0591083,5788455.03796109,4558309.61731711,5243942.1236147,1167101.24078232,"VIC"
"l2","e15",37211476.9954463,10517951.3206789,4464027.60826104,4991280.30564906,5648843.17304106,4474207.56000166,5243942.1236147,1871224.90419987,"VIC"
"l3","e15",37526134.3324726,10391453.2032478,4409871.00525708,4823594.08440916,5558344.08397232,4522636.72051233,5243942.1236147,2576293.11145918,"VIC"
"l5","e15",38069783.4472688,10200896.2955061,4376263.72833356,4838109.43486322,5494689.39600784,4348262.33793244,5243942.1236147,3567620.13101097,"VIC"
"l10","e15",38459962.2142977,10072816.3236792,4391097.02406724,4922254.93792844,5502926.29561933,4233135.7624946,5243942.1236147,4093789.74689422,"VIC"
"l15","e15",39556060.1959439,10157700.1303339,4485675.2915838,4947315.8712326,5579965.74168491,4248216.17773044,5243942.1236147,4893244.8597636,"VIC"
"l0","e0",16552440.6192492,4144214.09588562,326499.762702928,347026.877866192,4875105.31672751,6859594.56606696,0,0,"SA"
"l1","e0",16928130.1137697,4188610.92759867,328390.709380041,350707.481631807,4890705.69824206,6830718.73630426,0,338996.560612899,"SA"
"l2","e0",17285396.7107678,4208726.97768904,326813.508687853,352094.816527372,4905017.44007604,6897692.18026345,0,595051.787524074,"SA"
"l3","e0",17468012.8405534,4208320.98599705,326799.902622449,351415.965818633,4907973.22760186,6855693.48260143,0,817809.275911936,"SA"
"l5","e0",17738274.7611863,4204645.0050068,328156.719352084,352533.564662979,4935333.86067571,6838105.12165237,0,1079500.48983634,"SA"
"l10","e0",17847883.4369391,4184638.32435157,327666.053861148,351215.611775546,4909651.15734674,6867583.03208885,0,1207129.25751528,"SA"
"l15","e0",18147198.5045087,4233569.48801945,326369.154672635,352204.129696499,4912606.37499285,6857660.18442935,0,1464789.17269794,"SA"
"l0","e1",16740096.7914649,4102299.27141822,324560.345970906,350376.990487219,4876179.19132026,6738761.02612996,347919.966138378,0,"SA"
"l1","e1",16855254.6118951,4046029.85541268,322493.705794553,341906.343565714,4861012.35374156,6596895.82662932,347919.966138378,338996.560612899,"SA"
"l2","e1",17023425.6072243,4032251.32960136,320790.890391452,341747.617785354,4850577.84098728,6535086.17479642,347919.966138378,595051.787524074,"SA"
"l3","e1",17143034.85735,3973186.54265021,320758.479723332,340123.726980907,4841081.60315464,6502155.26279055,347919.966138378,817809.275911936,"SA"
"l5","e1",17342266.5852666,3970531.3266988,318217.256803559,338774.840149334,4819933.64506217,6467389.06057799,347919.966138378,1079500.48983634,"SA"
"l10","e1",17579125.253796,3994287.2314338,320050.923585258,340895.214442279,4838535.05589017,6530307.60479083,347919.966138378,1207129.25751528,"SA"
"l15","e1",17905017.7406996,4013335.22714591,320725.321436408,340064.277211451,4843453.949005,6574729.82706454,347919.966138378,1464789.17269794,"SA"
"l0","e2",16978033.3923985,4107461.39820042,326426.428537931,348797.786055588,4889377.38883297,6713210.30126628,592760.089505361,0,"SA"
"l1","e2",16913951.8170025,3980424.4578018,320919.819414117,339711.887705317,4843991.30599285,6497147.6959702,592760.089505361,338996.560612899,"SA"
"l2","e2",17131609.2844346,3977385.72805594,318870.610948194,338797.326439416,4826232.45285446,6482511.28910713,592760.089505361,595051.787524074,"SA"
"l3","e2",17287472.8247688,3948329.89057971,318988.844625292,337273.586550594,4832393.39225734,6439917.74533856,592760.089505361,817809.275911936,"SA"
"l5","e2",17543650.554471,3975776.80540686,317784.774175238,337632.133357458,4827429.40564249,6412766.85654724,592760.089505361,1079500.48983634,"SA"
"l10","e2",17674828.5738605,3942400.40692435,318457.180634438,338053.2533111,4818086.46233369,6457941.9236363,592760.089505361,1207129.25751528,"SA"
"l15","e2",17981682.8225999,3976171.42458577,318850.374211673,338187.53677761,4828871.73794749,6462052.4868741,592760.089505361,1464789.17269794,"SA"
"l0","e3",17102724.915677,4048164.23877884,322941.412170824,345630.908284095,4868804.86209776,6676821.76534968,840361.728995773,0,"SA"
"l1","e3",17000549.118876,3932499.44747774,317874.249441106,336713.606123058,4824954.59808584,6409148.92813959,840361.728995773,338996.560612899,"SA"
"l2","e3",17217652.7701527,3918051.85227316,317056.509865943,336533.133290221,4825257.75535733,6385340.00284621,840361.728995773,595051.787524074,"SA"
"l3","e3",17293377.6049951,3890843.31312732,315156.172821919,334240.512320688,4807385.74541272,6287580.85640472,840361.728995773,817809.275911936,"SA"
"l5","e3",17606991.3764556,3902015.68898738,315945.87321322,336069.456096691,4800758.63950243,6332339.49982375,840361.728995773,1079500.48983634,"SA"
"l10","e3",17776906.7405639,3904366.49951876,316202.627675878,335336.361947241,4806110.37533451,6367399.88957644,840361.728995773,1207129.25751528,"SA"
"l15","e3",18039758.1772591,3903910.25652946,317163.956556948,334868.887284186,4822322.45935102,6356341.71584376,840361.728995773,1464789.17269794,"SA"
"l0","e5",17006734.6368522,3957108.07092709,321570.95253485,342766.89860714,4852244.34220109,6352362.83388294,1180681.53869911,0,"SA"
"l1","e5",17119323.1182945,3856108.13914892,317236.794045599,335288.69352454,4838526.93350545,6252484.45875799,1180681.53869911,338996.560612899,"SA"
"l2","e5",17304629.0178566,3845363.39207892,314773.556279611,335066.833894477,4808944.19252312,6224747.71685733,1180681.53869911,595051.787524074,"SA"
"l3","e5",17449231.0647903,3844973.79142819,314934.113727887,333881.284946365,4801245.74142742,6155705.31864941,1180681.53869911,817809.275911936,"SA"
"l5","e5",17731019.5349022,3831694.62873809,313753.889609503,333661.049118184,4812349.38490904,6179378.55399191,1180681.53869911,1079500.48983634,"SA"
"l10","e5",17815518.4921763,3824599.12026016,314119.158000205,332390.184878329,4810209.78529183,6146389.44753135,1180681.53869911,1207129.25751528,"SA"
"l15","e5",18132837.4757574,3839814.37281007,315069.635609185,333111.362504361,4828412.4444795,6170958.94895728,1180681.53869911,1464789.17269794,"SA"
"l0","e10",16854704.2749348,3721503.02249176,313693.940809135,336922.958405076,4808926.53435464,6029298.99766521,1644358.82120899,0,"SA"
"l1","e10",16934279.7927853,3653540.35959757,309571.141047412,327800.008215247,4756513.21788181,5903499.68422139,1644358.82120899,338996.560612899,"SA"
"l2","e10",17137139.2466324,3638269.4454923,308905.470143801,327418.970353827,4760085.55499582,5863049.19691356,1644358.82120899,595051.787524074,"SA"
"l3","e10",17343377.4694962,3645899.32360356,308228.932792141,325456.528152703,4759273.48126304,5842351.10656384,1644358.82120899,817809.275911936,"SA"
"l5","e10",17573481.0726592,3625130.20727955,306799.682187842,325901.664861532,4753460.55750529,5838329.64977966,1644358.82120899,1079500.48983634,"SA"
"l10","e10",17732167.8357541,3637628.88922831,307909.025437033,325835.808851876,4751648.61593899,5857657.41757366,1644358.82120899,1207129.25751528,"SA"
"l15","e10",18012909.1243376,3643638.1063374,308055.063033141,327574.43395482,4761956.22705429,5862537.30005107,1644358.82120899,1464789.17269794,"SA"
"l0","e15",16884831.0089605,3711370.39364821,311560.818441428,332910.632003143,4814178.44153892,5946432.7128542,1768378.01047459,0,"SA"
"l1","e15",16901994.5670541,3631930.82238463,306478.071781626,325386.957745908,4748635.36693373,5782188.77712074,1768378.01047459,338996.560612899,"SA"
"l2","e15",17104377.7819294,3611616.09748137,305686.367377147,324539.166279101,4739306.94616965,5759799.40662342,1768378.01047459,595051.787524074,"SA"
"l3","e15",17301355.4760116,3592338.05285749,305185.141876452,323479.338597153,4742890.01716807,5751275.63912587,1768378.01047459,817809.275911936,"SA"
"l5","e15",17571636.9449236,3584650.56571336,305324.403170584,322800.325541783,4753142.94196837,5757840.20821862,1768378.01047459,1079500.48983634,"SA"
"l10","e15",17663855.4666217,3586249.11805963,304876.610860872,322473.870067957,4731147.62510711,5743600.97453629,1768378.01047459,1207129.25751528,"SA"
"l15","e15",17915011.2352761,3600328.83783003,304769.147697371,322134.180779742,4735992.1074201,5718619.77837633,1768378.01047459,1464789.17269794,"SA"
"l0","e0",3217624.12750691,702551.764098329,237378.386616746,22361.586367432,401258.813752318,1854073.57667209,0,0,"ACT"
"l1","e0",4098947.91860717,651710.80889859,196316.323147912,18956.4397334147,356577.633833829,1642701.44449418,0,1232685.26849924,"ACT"
"l2","e0",4510236.19726175,529614.145567287,154272.742537308,16445.3543399678,310888.881707122,1399207.40067708,0,2099807.67243298,"ACT"
"l3","e0",5496704.38605498,597571.049084021,130809.549308687,14095.8269931828,279802.537915968,1547967.23220818,0,2926458.19054494,"ACT"
"l5","e0",6473686.5878367,495092.442701579,104019.367630102,13044.4143156254,248754.924212881,1353968.52676362,0,4258806.91221289,"ACT"
"l10","e0",6995822.03404608,448016.252819405,78403.8564282053,11053.786275329,206813.671862163,1193790.7274666,0,5057743.73919438,"ACT"
"l15","e0",7626084.07770435,494052.677584325,64160.3323858482,10132.5258951243,180313.69358816,1292463.98528431,0,5584960.86296659,"ACT"
"l0","e1",3380531.6088746,673711.137939393,236212.578586426,22103.7076278812,399580.736818078,1742979.51360326,305943.93429956,0,"ACT"
"l1","e1",4355645.89725576,627254.674139195,194897.510996643,18674.0267546902,356022.241392207,1620168.24117423,305943.93429956,1232685.26849924,"ACT"
"l2","e1",4820429.01438939,517000.786955759,153393.158203056,16283.8390563904,308329.132462596,1419670.49097904,305943.93429956,2099807.67243298,"ACT"
"l3","e1",5736212.15159218,570372.555423592,129889.59494652,13874.1430335865,280078.345823349,1509595.38752063,305943.93429956,2926458.19054494,"ACT"
"l5","e1",6766254.14467089,499991.884723974,103061.381828699,12870.8020380068,246363.226675336,1339216.00289242,305943.93429956,4258806.91221289,"ACT"
"l10","e1",7230680.49819748,430967.193800107,77742.2711684131,10923.231374192,204468.721402971,1142891.40695786,305943.93429956,5057743.73919438,"ACT"
"l15","e1",7873480.61830836,459713.457100662,63606.2472067904,9979.29119726914,179261.181734188,1270015.6438033,305943.93429956,5584960.86296659,"ACT"
"l0","e2",3576580.02290492,652657.973701911,235364.311383652,22165.1175513441,399693.675594992,1779030.25303844,487668.691634583,0,"ACT"
"l1","e2",4387183.91676989,574272.389438472,195229.60447751,18642.8573361255,355955.81877345,1522729.28661051,487668.691634583,1232685.26849924,"ACT"
"l2","e2",4885788.47722478,489815.315089444,153234.117337398,16065.0430193706,309360.888638546,1329836.74907246,487668.691634583,2099807.67243298,"ACT"
"l3","e2",5835759.6945972,546918.559200443,129640.549769321,13873.8875363777,279673.190120454,1451526.62579108,487668.691634583,2926458.19054494,"ACT"
"l5","e2",6922032.11805883,471769.849368991,102683.172958399,12742.1027874565,247840.671951459,1340520.71714505,487668.691634583,4258806.91221289,"ACT"
"l10","e2",7445778.80916044,421835.128121198,77341.6048833207,10804.1209383513,205278.183179545,1185107.34120906,487668.691634583,5057743.73919438,"ACT"
"l15","e2",7960267.55702467,444616.058571108,63137.5193367616,9878.98900186946,180098.512607997,1189906.92290576,487668.691634583,5584960.86296659,"ACT"
"l0","e3",3765583.98953712,634335.96118987,235377.337508204,21925.4342074983,396053.322450894,1813389.87299067,664502.061189978,0,"ACT"
"l1","e3",4439036.84530131,547383.08585273,195023.634401394,18427.6758712978,352118.191037656,1428896.92844902,664502.061189978,1232685.26849924,"ACT"
"l2","e3",5048469.02033431,472375.864498244,152758.031519107,15983.1921960741,305486.681010768,1337555.51748716,664502.061189978,2099807.67243298,"ACT"
"l3","e3",5979967.26520075,551239.492906305,129518.855614237,13669.9658460543,278371.314631788,1416207.38446745,664502.061189978,2926458.19054494,"ACT"
"l5","e3",7124337.34744299,496181.341432546,102090.243001258,12535.3672259668,244606.794393598,1345614.62798675,664502.061189978,4258806.91221289,"ACT"
"l10","e3",7678708.50161425,450953.306954193,77364.8117902523,10597.509584542,202157.92309533,1215389.14980558,664502.061189978,5057743.73919438,"ACT"
"l15","e3",8123139.27263425,429504.026477539,63121.6144036012,9672.51438435853,178874.135505158,1192504.05770703,664502.061189978,5584960.86296659,"ACT"
"l0","e5",3758097.13101158,585254.604619397,233114.072209414,21771.2932845463,393218.44018226,1592785.89988712,931952.820828844,0,"ACT"
"l1","e5",4577386.27787022,481126.954722067,193794.085686518,18220.8692851502,349067.742110312,1370538.53673809,931952.820828844,1232685.26849924,"ACT"
"l2","e5",5323437.13386659,486148.044674596,151139.856174754,15631.5711828722,305281.293464994,1333475.87510755,931952.820828844,2099807.67243298,"ACT"
"l3","e5",5890952.48410179,425062.810805665,127564.436322631,13305.3951172694,274104.030386059,1192504.80009639,931952.820828844,2926458.19054494,"ACT"
"l5","e5",7094873.66139271,403722.221145793,101257.329284444,12331.12442695,240195.220935949,1146608.03255784,931952.820828844,4258806.91221289,"ACT"
"l10","e5",7814397.42302598,391393.663299467,75870.3400258314,10302.3487807171,199264.319170204,1147870.19172653,931952.820828844,5057743.73919438,"ACT"
"l15","e5",8238249.42948463,390459.754898627,61915.3172325491,9377.72488093993,173692.524233833,1085890.42444325,931952.820828844,5584960.86296659,"ACT"
"l0","e10",2763903.24394947,225466.702282768,230658.680753107,21353.5359471874,387131.406706188,729720.05311643,1169572.86514379,0,"ACT"
"l1","e10",3871521.54991628,212283.833135544,191160.479366859,17920.0313986948,346992.352888428,700906.719483728,1169572.86514379,1232685.26849924,"ACT"
"l2","e10",4635671.07937017,210046.726290484,149687.464366728,15419.0532299075,301901.285637159,689236.012269125,1169572.86514379,2099807.67243298,"ACT"
"l3","e10",5387358.81938185,207777.466753367,125722.816852217,13129.3514686861,268657.761832336,676040.366786513,1169572.86514379,2926458.19054494,"ACT"
"l5","e10",6631650.12059009,196190.098204547,99470.3970813441,12219.7306165725,237608.058349919,657782.058981028,1169572.86514379,4258806.91221289,"ACT"
"l10","e10",7350524.70698071,189809.298315837,74929.5953190026,10101.1196456413,197989.818388313,650378.270973745,1169572.86514379,5057743.73919438,"ACT"
"l15","e10",7823899.78189952,185488.233465773,60471.6684383859,9221.44166788685,171786.219273572,642398.490943518,1169572.86514379,5584960.86296659,"ACT"
"l0","e15",2895278.29522003,213698.580863637,229168.139099411,21350.6202355652,388062.677688315,767827.819191198,1275170.4581419,0,"ACT"
"l1","e15",4006061.35186057,216637.65510074,190479.107231836,17902.8937527005,345882.323274106,727303.645860046,1275170.4581419,1232685.26849924,"ACT"
"l2","e15",4749237.63497607,202492.016025485,148706.175030829,15337.7238649535,299325.054621904,708398.534858022,1275170.4581419,2099807.67243298,"ACT"
"l3","e15",5488625.11462174,197116.965063064,125294.5004824,13059.5165528097,268086.600704815,683438.883131808,1275170.4581419,2926458.19054494,"ACT"
"l5","e15",6740185.79712385,189606.369399978,98888.8634185745,12129.5981524022,239008.125288804,666575.470509304,1275170.4581419,4258806.91221289,"ACT"
"l10","e15",7460168.89853807,183437.79228727,74634.2458503915,10054.0424677287,198983.76503618,660144.855560223,1275170.4581419,5057743.73919438,"ACT"
"l15","e15",7923718.66423129,179326.118471099,59937.645207406,9074.4699401432,170080.724371607,645168.385132545,1275170.4581419,5584960.86296659,"ACT"
"l0","e0",6968296.64903388,162788.586610081,850462.019640216,205.672870264546,5525238.24647692,429602.123436396,0,0,"NSW_SWS"
"l1","e0",7438439.38640072,167400.399922512,839930.225946935,205.442365962077,5495731.72934923,446578.896722493,0,488592.692093589,"NSW_SWS"
"l2","e0",7725489.39650898,173197.508461854,830011.251473053,204.778230003696,5468343.43656957,458598.855452177,0,795133.566322324,"NSW_SWS"
"l3","e0",7790354.22496689,168696.792384603,827429.132131905,206.288880841307,5460023.92896117,452768.590393122,0,881229.492215249,"NSW_SWS"
"l5","e0",7933249.61596688,169785.771030255,816144.150160965,202.515146055103,5418107.8345668,459364.767913634,0,1069644.57714917,"NSW_SWS"
"l10","e0",7926131.4297632,174188.649264699,797117.785036101,207.872136280564,5366440.54494143,481456.733670058,0,1106719.84471463,"NSW_SWS"
"l15","e0",7980820.52684996,175295.65207076,784676.000131037,204.289930960599,5330357.55063034,485097.882069732,0,1205189.15201713,"NSW_SWS"
"l0","e1",7339602.57968701,163249.184363765,842508.343669151,208.236200512475,5485954.90835636,440388.408749967,407293.498347255,0,"NSW_SWS"
"l1","e1",7802981.81689157,166281.640489718,831548.927820426,209.255812439553,5460835.95810514,448219.844223,407293.498347255,488592.692093589,"NSW_SWS"
"l2","e1",8099735.31601136,171841.838027502,821535.313081753,204.401251880233,5435590.82093047,468135.878050175,407293.498347255,795133.566322324,"NSW_SWS"
"l3","e1",8153355.86985224,168631.795483826,817774.049775984,204.573602988578,5425087.89276907,453134.56765787,407293.498347255,881229.492215249,"NSW_SWS"
"l5","e1",8321413.56810444,176452.681162505,807517.875603314,201.823233863816,5387262.97097121,473040.141637123,407293.498347255,1069644.57714917,"NSW_SWS"
"l10","e1",8299253.03285594,176476.593226069,789211.970453958,205.865270173864,5334340.97033498,485004.290508874,407293.498347255,1106719.84471463,"NSW_SWS"
"l15","e1",8350397.9354382,176143.827944462,776379.368430398,204.006530436911,5300064.072363,485124.009805518,407293.498347255,1205189.15201713,"NSW_SWS"
"l0","e2",7621361.3685247,168611.358275666,839340.763718897,206.992067724432,5472012.86090495,438849.399566181,702339.993991278,0,"NSW_SWS"
"l1","e2",8086050.72619166,169109.49559899,828343.180259319,202.692943854022,5446354.13375842,451108.537546213,702339.993991278,488592.692093589,"NSW_SWS"
"l2","e2",8355933.13109483,169724.416411808,817741.548681531,207.411138915292,5417246.3845927,453539.80995627,702339.993991278,795133.566322324,"NSW_SWS"
"l3","e2",8426872.46261918,166254.726642522,814408.260137049,204.259372964142,5411795.89606964,450639.834190481,702339.993991278,881229.492215249,"NSW_SWS"
"l5","e2",8585622.63290403,173312.995404127,803723.640193081,203.511652347243,5371750.37659965,464647.537914374,702339.993991278,1069644.57714917,"NSW_SWS"
"l10","e2",8576472.24527469,180210.706934952,784619.38832969,208.792103869798,5317515.71812658,484857.801073681,702339.993991278,1106719.84471463,"NSW_SWS"
"l15","e2",8619107.80603062,171857.463492621,772795.519731554,208.16136749486,5283380.27633404,483337.239096502,702339.993991278,1205189.15201713,"NSW_SWS"
"l0","e3",7710865.2434935,166825.916876747,825175.795478103,208.543190754671,5430247.71675428,459080.11246288,829327.158730743,0,"NSW_SWS"
"l1","e3",8172397.91977386,168400.79379451,816736.642755279,208.637347059361,5409685.48853716,459446.50651552,829327.158730743,488592.692093589,"NSW_SWS"
"l2","e3",8463244.71592116,172421.371798219,806458.503901884,206.689243000326,5385940.03926115,473757.38666384,829327.158730743,795133.566322324,"NSW_SWS"
"l3","e3",8513343.70045827,171688.593450721,803026.688602001,208.018900159958,5367179.90130331,460683.847256086,829327.158730743,881229.492215249,"NSW_SWS"
"l5","e3",8685337.94934574,173764.134444235,792875.898329154,205.483202449663,5337002.81060981,482517.886880176,829327.158730743,1069644.57714917,"NSW_SWS"
"l10","e3",8660537.381209,179143.931798604,774820.932615038,204.922100226925,5281756.77225718,488563.81899258,829327.158730743,1106719.84471463,"NSW_SWS"
"l15","e3",8719276.39862533,179754.042321432,764402.902695597,208.985261992545,5242100.7151344,498293.442464039,829327.158730743,1205189.15201713,"NSW_SWS"
"l0","e5",7950483.27018868,172141.602702237,813436.986254138,206.473919876597,5390636.89236601,438873.096422114,1135188.2185243,0,"NSW_SWS"
"l1","e5",8429426.05005889,172809.904643056,805170.602189159,207.726631979266,5366027.70510313,461429.200873673,1135188.2185243,488592.692093589,"NSW_SWS"
"l2","e5",8717007.33532196,177076.201949529,794217.922689573,207.061038978855,5342769.28424829,472415.08054897,1135188.2185243,795133.566322324,"NSW_SWS"
"l3","e5",8784608.44800459,177756.563259992,792385.257456212,207.042145802879,5331077.11341663,466764.760986406,1135188.2185243,881229.492215249,"NSW_SWS"
"l5","e5",8933846.26125164,180510.481023791,780193.50304767,206.614992770756,5293428.38623624,474674.480277697,1135188.2185243,1069644.57714917,"NSW_SWS"
"l10","e5",8940552.48022806,180190.568797388,761898.78314919,206.696551275629,5255557.0798683,500791.288622974,1135188.2185243,1106719.84471463,"NSW_SWS"
"l15","e5",8998257.92913509,182263.955659331,753354.361958468,207.186837707442,5205378.3190118,516676.735126353,1135188.2185243,1205189.15201713,"NSW_SWS"
"l0","e10",8188416.31731511,178752.754531162,789671.134020735,204.988062075529,5330327.59193273,474703.748814222,1414756.09995419,0,"NSW_SWS"
"l1","e10",8656252.06453165,183269.139084239,781068.870937382,206.495173431573,5304174.43479943,484184.332489394,1414756.09995419,488592.692093589,"NSW_SWS"
"l2","e10",8959736.55108467,186894.859353262,771774.98028102,204.444280940187,5284199.76278631,506772.838106629,1414756.09995419,795133.566322324,"NSW_SWS"
"l3","e10",9039028.97013168,187577.079452377,767763.158852287,208.424085725436,5272503.92758818,514990.787983675,1414756.09995419,881229.492215249,"NSW_SWS"
"l5","e10",9173369.909105,188029.033180862,755577.364295749,202.365964894654,5232016.21109815,513144.25746198,1414756.09995419,1069644.57714917,"NSW_SWS"
"l10","e10",9166785.09313818,191150.427907215,738753.331935619,205.174355053083,5183611.93259329,531588.281678189,1414756.09995419,1106719.84471463,"NSW_SWS"
"l15","e10",9225752.04148749,193578.260270546,729315.329422434,207.541974319098,5145680.03493228,537025.622916588,1414756.09995419,1205189.15201713,"NSW_SWS"
"l0","e15",8597184.54646202,183559.892018239,776604.709790401,205.402044671065,5289536.4352208,496213.955462708,1851064.1519252,0,"NSW_SWS"
"l1","e15",9079281.80508667,185023.935547497,767027.691910208,207.466568527242,5261087.56317855,526278.303863106,1851064.1519252,488592.692093589,"NSW_SWS"
"l2","e15",9341802.91527754,185380.793704413,757024.889511744,206.345115473983,5229500.18006791,523492.988630475,1851064.1519252,795133.566322324,"NSW_SWS"
"l3","e15",9420116.61519546,185281.893765009,753838.351111953,207.767730518453,5222192.76389694,526302.194550582,1851064.1519252,881229.492215249,"NSW_SWS"
"l5","e15",9574504.59116758,191664.620893693,742573.004618157,204.462330570663,5188306.04774409,531047.726506702,1851064.1519252,1069644.57714917,"NSW_SWS"
"l10","e15",9573663.31803354,195501.897775465,729264.326707204,206.256185847447,5140751.06120836,550155.779516842,1851064.1519252,1106719.84471463,"NSW_SWS"
"l15","e15",9624473.182942,191425.459741194,717734.962194974,209.055395026812,5102949.10509703,555901.296571443,1851064.1519252,1205189.15201713,"NSW_SWS"
"l0","e0",6964488.15159465,2357411.18546863,294074.19498792,63718.338606321,412717.907687124,3836566.52484465,0,0,"BM"
"l1","e0",7774052.39137766,2413601.86498587,295646.155755171,64732.6356486523,423433.63422245,4241197.55054687,0,335440.550218643,"BM"
"l2","e0",7642380.70576354,2305067.90007298,268381.805962557,61390.5748545109,392568.717309579,4039250.96991628,0,575720.737647636,"BM"
"l3","e0",8093123.29269024,2399521.82916648,261376.11516136,61977.6401514385,386086.624335523,4173540.45401781,0,810620.629857628,"BM"
"l5","e0",7410168.67740207,2040645.29198217,207511.288590113,54332.2828055287,314268.697594464,3679886.33300512,0,1113524.78342467,"BM"
"l10","e0",7938033.35751199,2087382.17993277,191905.945754015,52743.6914753098,285657.80562109,3725903.78979086,0,1594439.94493794,"BM"
"l15","e0",8229741.99583714,2107266.11098759,190880.078884122,51830.3439447511,285129.787484641,3723898.57948295,0,1870737.09505308,"BM"
"l0","e1",7572164.74540238,2315266.35919146,317974.797814758,65684.8443237951,447899.214058365,4188319.28598848,237020.244025522,0,"BM"
"l1","e1",6362249.66948801,1946398.41532091,253069.265158602,55302.0002152032,370019.263630113,3164999.93091902,237020.244025522,335440.550218643,"BM"
